V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,V340,V341,V342,V343,V344,V345,V346,V347,V348,V349,V350,V351,V352,V353,V354,V355,V356,V357,V358,V359,V360,V361,V362,V363
31,2,1,1992,2016,1,,1,1,1,1995,2,3,5,41,20,6.61E+01,1,,,,2016,3,90000,45000,18000,27000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,,3,1,0,36,1.19E+02,36,1.19E+02,180,5.95E+02,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,2,2,2,4,4,4,4,4,4,,4,4,4,4,1,1,1,1,3,1,4,3,1,3,3,3,3,4,4,2,1,3,9,82,2,,1,1,1,,10,3.31E+01,2,,6,7,,,,,,,,,,,1,1,3,,,,,2,,,,2,,,2,,,2,,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,7,7,,,,,,,,,1943,1998,2000,,,,,,,,,80,25,23,,,,,,,,,2,2,1,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,,,2,,,,,100,300,15,0,50,465,,25,200,40,20,20,2.67E+01,70,2,170000,170000,2000,0,172000,1,30000,0,0,30000,1,1,6,4,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,,,,,,,,376.83862
31,2,1,1994,2021,4,,1,3,2,,,,,,,,2,28,0,336,,,,,,,,,2,,3,,1000,13,,1000,13,,2,,,,,,,,,,,,,,1,,9999999,9999999,,0,0,0,1000,3,3,3,3,1,3,,,,,1,1,2,,1,1,0,8,2.64E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,2,3,2,4,4,4,4,4,4,4,4,4,4,3,1,2,9,89,2,,3,1,2,1,10,3.31E+01,2,,3,7,,,,,,,,,,,1,1,2,,,,,1,7,10,,2,,,1,2,,1,2,,1,1,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,1,1,,,,,,,,,,,1955,,,,,,,,,,,68,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,0,0,0,30,50,80,,0,50,10,6,8,8.00E+00,0,1,0,0,1300,100,1400,2,,,,,3,2,,,,,4,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,965.04385
31,2,1,1995,2016,6,,1,3,2,,,,,,,,2,27,0,324,,,,,,,,,2,,5,,1000,45,,1000,45,,2,,,,,,,,,,,,,,1,,50,3,,1000,0,0,0,3,3,3,3,5,,,,,,1,3,2,,2,1,0,9.8,3.24E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,2,2,2,3,3,3,2,2,3,3,3,2,3,2,2,1,2,1,1,2,3,3,2,3,3,3,3,2,3,3,1,5,1,14,5,,2,2,2,2,17,5.62E+01,2,,4,6,,,,,,,,,,,1,3,1,,,,,1,6,1,,2,,,1,2,,1,2,,1,1,3,1,2,,2,,,1,1,2,1,2,,1,2,,2,,,1,,,,1,1,,,,,,,,,,,1961,,,,,,,,,,,62,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,1,1,2,3,,0,0,0,50,0,50,,0,50,7,4,3,4.67E+00,0,1,0,0,1000,0,1000,2,,,,,3,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.17516
31,2,1,1997,2020,4,,1,2,2,,,,,,,,2,25,0,300,,,,,,,,,1,,,,17000,,17000,,,,2,,,,,,,,,,,,,,1,1000,,,,17000,0,0,0,3,3,4,3,1,,,,,,,3,2,,3,0,1,25.8,8.53E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,2,3,3,2,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,4,9,83,4,,2,1,2,3,30,9.92E+01,2,,8,10,,,,,,,,,,,1,1,2,,,,,1,1,2,,2,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,1,2,,1,2,,,,,,1,1,2,3,3,,,,,,,,1962,1969,1998,2002,,,,,,,,61,54,25,21,,,,,,,,2,1,2,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,500,0,0,0,0,500,,6000,120,20,18,20,1.93E+01,20,2,0,0,20000,0,20000,2,,,,,4,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.91125
31,2,1,1998,2019,6,,1,1,1,2005,2,7,0,84,28,9.26E+01,1,,,,2019,2,12000,12000,7000,5000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,3,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,1,3,9,99,4,,1,1,2,3,25,8.26E+01,3,,2,10,,,,,,,,,,,1,1,2,,,,,2,,,,1,2,,1,2,,1,1,3,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,,,,,,,,,,,1969,,,,,,,,,,,54,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,350,0,0,0,0,350,,0,70,10,5,5,6.67E+00,25,2,47000,47000,2000,2500,51500,1,8000,0,0,8000,4,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.73516
31,2,1,1998,2019,6,,1,2,2,,,,,,,,2,24,0,288,,,,,,,,,2,,5,,7000,,7000,,,,2,,,,,,,,,,,,,,1,50,,,,350,6650,0,0,2,2,2,2,5,,,,,,1,3,2,,2,1,0,10.3,3.40E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,2,2,2,3,3,3,2,3,3,3,3,2,3,2,2,1,1,1,1,2,3,3,2,2,3,2,3,2,2,2,1,4,9,100,2,,3,1,2,1,9999999,1.00E+07,2,,5,7,,,,,,,,,,,1,3,1,,,,,1,6,1,,2,,,1,2,,1,2,,1,1,3,1,2,,2,,,1,1,3,1,2,,2,,,2,,,2,,,,1,1,,,,,,,,,,,1955,,,,,,,,,,,68,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,1,1,2,3,,0,0,0,69,0,69,,0,60,9999999,9999999,9999999,1.00E+07,10,1,0,0,7000,0,7000,1,6650,0,0,6650,1,2,,,,,1,,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,436.08304
31,2,1,1998,2020,4,,1,2,2,,,,,,,,2,24,5,293,,,,,,,,,1,,,,9999999,,9999999,,,,1,2,,,,,,,,,,,,,1,9999999,,,,,,,,2,2,2,2,1,3,,,,,,4,2,,3,1,0,9999999,1.00E+07,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,9,100,4,,2,1,2,3,9999999,1.00E+07,3,,11,12,,,,,,,,,,,1,2,3,,,,,1,3,2,,2,,,1,2,,2,,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,3,,,,,,,,,,1967,1999,,,,,,,,,,56,24,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,,,2,,,,,9999999,9999999,9999999,9999999,9999999,9999999,,9999999,9999999,9999999,9999999,9999999,1.00E+07,9999999,3,9999999,0,9999999,9999999,9999999,1,9999999,9999999,9999999,9999999,4,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.54703
31,2,1,1998,2021,4,,1,3,1,2004,2,6,0,72,21,6.94E+01,2,0,1,1,,,,,,,,,2,,3,,3160,12,,3160,12,,2,,,,,,,,,,,,,,1,,9999999,9999999,,1160,2000,0,0,3,3,3,3,1,3,,,,,1,1,2,,1,1,0,12,3.97E+01,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,3,3,3,2,3,2,3,3,3,3,4,2,1,6,9,87,1,,2,1,2,2,17,5.62E+01,2,,6,7,,,,,,,,,,,1,1,2,,,,,1,3,2,,1,2,,1,2,,1,2,,1,1,4,1,2,,1,2,,2,,,2,,,1,2,,1,2,,1,,,,1,1,,,,,,,,,,,1951,,,,,,,,,,,72,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,0,30,0,0,30,60,,0,50,12,6,7,8.33E+00,0,1,20000,0,3260,0,23260,1,9999999,0,1000,9999999,3,2,,,,,4,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,696.41841
31,2,1,1999,2020,4,,1,1,1,2012,2,13,0,156,18,5.95E+01,2,,,,2020,2,40000,24000,11000,13000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,,3,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,4,4,3,4,4,3,3,3,3,3,3,2,2,3,3,2,2,4,3,3,3,3,4,3,3,3,3,1,5,9,79,4,,1,1,2,3,18,5.95E+01,2,,3,7,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1980,,,,,,,,,,,43,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,450,0,0,0,0,450,,0,200,15,10,12,1.23E+01,150,3,40000,40000,3000,2000,45000,1,15000,0,0,15000,4,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.65024
31,2,1,2000,2000,4,,1,1,1,2000,1,0,0,0,23,7.60E+01,2,,,,2000,2,18000,8000,5000,3000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,,3,1,0,23,7.60E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,3,,,,,,,,,,,,,,1,2,1,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,3,,,,,,,,1967,1976,2001,2004,,,,,,,,56,47,22,19,,,,,,,,1,2,2,1,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,550,0,0,0,0,550,,0,200,25,18,15,1.93E+01,0,2,18000,18000,3000,2500,23500,2,,,,,3,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.26077
31,2,1,2000,2015,6,,1,1,1,2015,1,15,0,180,25,8.26E+01,2,,,,2015,2,15000,9000,4000,5000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,3,1,0,25,8.26E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,2,2,4,4,4,4,4,3,3,3,3,4,4,2,3,3,1,1,1,3,1,2,2,3,3,3,3,3,2,1,2,9,76,6,,2,1,2,2,13,4.30E+01,2,,2,8,,,,,,,,,,,1,1,3,,,,,2,,,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,1,2,,,,,,1,1,2,,,,,,,,,,1966,1970,,,,,,,,,,57,53,,,,,,,,,,1,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,200,0,0,0,0,200,,0,250,35,15,20,2.33E+01,0,2,15000,15000,9999999,1000,9999999,2,,,,,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.68776
31,2,1,2000,2019,10,,1,7,2,,,,,,,,2,22,0,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,,,,4,1.32E+01,,,,,2,1,2,1,1,2,1,1,1,1,5,1,3,1,1,1,2,2,2,3,2,2,2,2,3,,3,3,3,3,2,2,2,2,3,2,4,3,2,3,3,3,3,3,2,2,1,6,9,102,6,,3,1,1,,7,2.31E+01,2,,8,10,,,,,,,,,,,1,1,2,,,,,1,3,5,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1971,,,,,,,,,,,52,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,300,0,0,0,0,300,,0,150,10,2,5,5.67E+00,0,3,0,0,5000,500,5500,2,,,,,3,1,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4583.36979
31,2,1,2000,2020,2,,1,3,2,,,,,,,,2,22,0,264,,,,,,,,,1,,,,2000,35,,2000,35,,2,,,,,,,,,,,,,,2,,,,,2000,0,0,0,3,3,2,3,1,,,,,,2,8,2,,1,1,0,10,3.31E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,2,3,3,3,,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,3,9,83,2,,3,1,2,1,10,3.31E+01,2,,5,7,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1965,,,,,,,,,,,58,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,250,0,0,0,0,250,,0,50,15,5,5,8.33E+00,0,2,0,0,2500,0,2500,2,,,,,3,1,9,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.7844
31,2,1,2000,2021,2,,1,3,2,,,,,,,,2,22,0,264,,,,,,,,,1,,,,1000,30,,1000,30,,2,,,,,,,,,,,,,,1,,0,10,,1000,0,0,0,3,4,3,3,1,,,,,,1,9,1,1,,,,4.7,1.55E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,4,3,3,4,3,,4,3,3,3,2,3,3,2,3,3,2,3,2,3,3,2,3,3,2,3,1,4,9,83,8,,3,1,1,,6,1.98E+01,2,,7,8,,,,,,,,,,,2,,,,3,2,,1,5,6,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,1,2,,1,2,,,,,,1,1,,,,,,,,,,,1971,,,,,,,,,,,52,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,200,0,0,0,0,200,,0,200,12,12,12,1.20E+01,20,1,0,0,2000,0,2000,2,,,,,3,1,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.07673
31,2,1,2002,2002,1,,1,1,1,2002,1,0,0,0,20,6.61E+01,2,,,,2002,4,9999999,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,1,1,0,20,6.61E+01,20,6.61E+01,189,6.25E+02,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,2,2,2,2,2,2,3,3,3,,3,3,3,2,1,1,1,1,1,3,3,3,1,3,3,2,3,3,3,3,2,,,,,,,,,,,,2,,,,,,,,,,,,,,1,3,1,,,,,2,,,,2,,,2,,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,1,1,,,,,,,,,,,1946,,,,,,,,,,,77,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,0,0,20,30,20,70,,0,70,40,15,3,1.93E+01,0,1,9999999,9999999,9999999,0,9999999,2,,,,,1,2,,,,,1,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,,,,,,,,,392.68827
31,2,1,2002,2002,1,,1,1,1,2002,1,0,0,0,23,7.60E+01,2,,,,2002,4,10000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,3,1,0,23,7.60E+01,23,7.60E+01,100,3.31E+02,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,2,2,2,3,3,3,3,3,3,,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,,,,,,,,,,,1938,,,,,,,,,,,85,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,1,,,2,,,,,100,0,0,30,0,130,,0,50,15,5,5,8.33E+00,0,2,15000,10000,3000,500,18500,2,,,,,1,1,6,4,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,,,,,,,,,392.68827
31,2,1,2002,2020,4,,1,1,1,2020,1,18,0,216,18,5.95E+01,2,,,,2020,1,40000,21000,6000,15000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,3,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,4,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,2,4,3,3,3,4,4,3,3,3,2,1,4,9,86,4,,2,1,2,2,18,5.95E+01,2,,2,3,,,,,,,,,,,2,,,,3,1,,2,,,,1,2,,1,2,,1,1,3,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,2,3,,,,,,,,,1977,1992,2018,,,,,,,,,46,31,5,,,,,,,,,1,2,1,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,1,6,2,,,,,350,0,0,10,0,360,1,0,200,14,13,13,1.33E+01,100,2,9999999,40000,0,1300,9999999,1,8000,0,0,8000,3,2,,,,,3,,,1,TRUE,,1,TRUE,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,753.68807
31,2,1,2003,2013,1,,1,2,2,,,,,,,,2,19,0,228,,,,,,,,,1,,,,5000,,5000,,,,2,,,,,,,,,,,,,,2,,,,,5000,0,0,0,3,3,2,4,2,,,,,,,4,2,,2,1,0,12,3.97E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,3,3,2,3,4,3,,2,3,3,2,3,3,2,3,2,3,3,2,3,3,4,3,3,2,3,3,1,3,9,100,5,,2,1,2,2,12,3.97E+01,2,,10,11,,,,,,,,,,,1,1,2,,,,,1,5,7,,2,,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,1,2,,2,,,,,,,2,1,3,,,,,,,,,,1963,1989,,,,,,,,,,60,34,,,,,,,,,,2,2,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,,,2,,,,,300,0,0,0,0,300,,0,250,15,8,10,1.10E+01,0,2,0,0,7000,1000,8000,2,,,,,3,1,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.9749
31,2,1,2003,2017,6,,1,1,1,2017,1,14,4,172,17.5,5.79E+01,2,,,,2017,2,15000,11000,7000,4000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,3,1,0,17.5,5.79E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,3,4,3,3,4,4,2,2,3,3,3,3,3,4,4,4,3,2,2,2,3,3,3,4,4,3,2,1,4,9,79,6,,2,1,2,3,17,5.62E+01,3,,7,8,,,,,,,,,,,1,1,2,,,,,1,3,4,,2,,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,,,,,,,,,1974,1976,2003,,,,,,,,,49,47,20,,,,,,,,,1,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,2,,2,,,,,480,0,0,0,0,480,,0,380,15,12,14,1.37E+01,40,2,15000,15000,450,1400,16850,1,3000,0,0,3000,4,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.17566
31,2,1,2005,2012,4,,1,2,1,2013,2,8,7,103,34,1.12E+02,1,,,,,,,,,,,,1,,,,38000,,38000,,,,1,2,,,,,,,,,2020,7,2018,7,1,12000,,,,38000,0,0,0,3,3,3,3,1,2,3,,,,,4,2,,3,1,0,34,1.12E+02,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,9,100,4,,2,1,2,3,34,1.12E+02,3,,5,11,,,,,,,,,,,1,1,3,,,,,1,2,3,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,,,,,2,1,2,,,,,,,,,,1964,1961,,,,,,,,,,59,62,,,,,,,,,,2,1,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,4,4,,,,,,,,,,2,2,,2,,,,,500,0,0,0,0,500,,0,180,20,7,20,1.57E+01,80,2,25000,25000,38000,0,63000,1,18000,0,0,18000,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.54703
31,2,1,2006,2019,4,,1,2,2,,,,,,,,2,16,0,192,,,,,,,,,1,,,,8000,,8000,,,,1,1,2021,11,8000,0,2019,11,7000,0,,,,,2,,,,,8000,0,0,0,4,4,2,2,1,,,,,,,6,2,,3,1,0,18,5.95E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,1,6,9,90,2,,2,1,2,2,12,3.97E+01,2,,8,11,,,,,,,,,,,1,1,3,,,,,1,3,5,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,1,1,3,3,,,,,,,,,1972,1997,1999,,,,,,,,,51,26,24,,,,,,,,,2,2,2,,,,,,,,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,4,4,4,,,,,,,,,3,,,2,,,,,350,0,0,0,0,350,,0,250,20,13,15,1.60E+01,0,2,0,0,9000,500,9500,2,,,,,3,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.18302
31,2,1,2006,2020,6,,1,1,1,2020,1,14,0,168,22,7.27E+01,2,,,,2020,1,37000,27000,6000,21000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,3,1,0,22,7.27E+01,,,,,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,1,2,9,79,6,,2,1,2,3,18,5.95E+01,2,,2,5,,,,,,,,,,,1,1,2,,,,,2,,,,2,,,1,2,,1,2,,1,2,,1,2,,1,2,,2,,,2,,,2,,,2,,,,,,,2,1,2,3,3,,,,,,,,1980,1981,2001,2004,,,,,,,,43,42,22,19,,,,,,,,1,2,2,2,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,4,4,4,4,,,,,,,,4,2,,2,,,,,500,0,0,0,0,500,,0,300,23,15,20,1.93E+01,60,1,37000,37000,0,700,37700,1,20000,0,0,20000,4,1,9,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.2185
