가구번호,지역코드,만족도,지출비용,숙박시설_숙박하지않음,숙박시설_호텔,숙박시설_펜션,숙박시설_민박,여행지선택이유1,여행지선택이유2,여행지선택이유3,활동_자연풍경,활동_음식관광,활동_야외스포츠,활동_휴식휴양,활동_성지순례,활동_갬블링
A26817,934,3,95118.73723,,2,,,1,2,5,,2,,,,
A26818,932,3,174414.6543,1,,,,15,9,5,,,,,,
A26819,934,3,259317.8392,1,,,,12,15,11,1,,,,,
A26820,932,4,127991.1158,,,3,,13,4,5,,,,,,
A26821,934,3,131303.6475,,2,,,6,11,5,1,2,,,,
A26822,934,4,124273.5431,,2,,,7,2,3,,,,,,
A26823,934,4,181752.509,,2,,,7,3,5,,,,4,,
A26824,934,3,145490.6062,1,,,,1,8,2,,,3,4,,
A26825,934,3,99026.13927,,,3,,2,6,3,,2,,,,
A26826,931,3,73766.6427,,2,,,12,2,6,,,3,,,
A26827,931,3,162396.7492,,2,,,8,,,,,,,,
A26828,934,3,66017.25261,,2,,,2,3,5,,,,,,
A26829,934,2,73929.8427,,2,,,7,6,12,,,,,5,
A26830,934,4,217551.2841,,2,,,13,3,6,,,3,4,,
A26831,935,3,146286.5548,1,,,,3,8,7,1,2,,4,,6
A26832,935,2,98990.67703,1,,,,1,10,5,,,,,,
A26833,935,4,156658.0942,,2,,,3,11,13,,,,,,
A26834,931,3,86144.61328,1,,,,1,12,7,,,,,5,
A26835,934,3,137301.6572,1,,,,8,5,4,,,3,,,
A26836,934,3,143462.7076,,2,,,4,1,8,1,,,,5,
A26837,934,3,136620.8758,1,,,,4,12,6,,,3,,,
A26838,936,4,163072.6221,,2,,,6,2,11,,2,,,,
A26839,931,5,168588.2287,,2,,,1,10,5,,,,,,
A26840,934,3,149508.7936,,2,,,12,3,5,,,,,,
A26841,931,4,220508.4874,,,3,,2,7,3,,,,,,
A26842,931,3,161379.3113,1,,,,4,1,7,,,,,,
A26843,934,5,229672.2536,,2,,,1,10,13,,,3,,,
A26844,932,4,162652.1739,1,,,,3,5,13,,,,4,,
A26845,931,2,96616.72954,1,,,,1,2,7,,2,,,,
A26846,935,1,51581.39805,,2,,,3,8,4,,,3,,,
A26847,931,4,147446.3307,,2,,,3,1,9,,,3,4,,6
A26848,933,3,99357.71029,,,3,,7,13,5,,2,,,,
A26849,931,3,83542.47535,,,,4,5,14,12,1,,3,,,
A26850,934,4,137651.988,,,3,,8,,,,,3,,5,
A26851,934,5,239999.3735,,2,,,9,3,4,,2,3,,,
A26852,932,3,137997.9386,,2,,,4,6,,1,,,4,,
A26853,931,5,218965.6699,1,,,,13,7,10,,,,,,
A26854,933,3,130427.2702,,,,4,13,2,12,,,,4,,
A26855,931,1,74091.40953,,,,4,1,11,15,1,,,,,
A26856,934,2,82173.33346,1,,,,6,7,8,1,,,,,
A26857,931,4,128965.3173,1,,,,9,2,6,,,,,,
A26858,933,3,130611.303,,,3,,13,8,15,,,,,,
A26859,933,3,79967.28674,1,,,,7,6,5,1,2,,4,,
A26860,934,4,235687.9116,1,,,,9,2,6,1,,,4,,
A26861,932,4,160148.4952,1,,,,6,5,2,,2,,4,,
A26862,931,1,72808.09916,,2,,,5,,,,,,,,
A26863,931,3,107993.5114,1,,,,15,5,2,,2,,,5,
A26864,934,4,159782.7334,,2,,,9,13,3,,,3,,,
A26865,935,4,184409.5855,,2,,,1,8,2,,2,,,,
A26866,931,2,47771.56734,1,,,,3,7,,,,,,,
A26867,931,1,51887.9362,1,,,,14,5,6,,2,,,,
A26868,931,3,174730.8742,1,,,,6,1,9,,,,,,
A26869,933,3,98757.47771,,2,,,3,10,5,1,,,,,
A26870,931,3,111127.8606,1,,,,1,,,,,,,,
A26871,935,4,224661.9103,1,,,,2,3,7,,,,,,
A26872,931,3,71468.16239,,2,,,1,3,,1,,,,,
A26873,932,3,160173.1221,,2,,,1,,,,,,,,
A26874,934,3,81500.46595,,,,4,5,1,4,1,,3,,,
A26875,935,1,56299.82388,,,3,,12,8,5,,,,,,
A26876,935,4,238576.9993,,2,,,3,12,,,2,,,,
A26877,936,4,178242.8006,,,,4,7,3,10,,,3,,,
A26878,933,1,43656.24375,,,,4,2,6,4,,2,,,,
A26879,934,3,170219.4644,,2,,,1,14,8,,,,,,
A26880,931,3,72985.27454,,2,,,2,1,,,,,,,6
A26881,932,3,68944.60161,,2,,,2,,,,,,,,
A26882,935,2,84895.17071,1,,,,3,8,10,,2,,,,
A26883,932,1,80796.86162,,,3,,4,1,5,,,,,,
A26884,932,3,63785.87652,,2,,,4,1,3,,,3,,,
A26885,934,5,287736.0789,,2,,,5,7,,,,,,5,
A26886,933,2,135142.3273,,,3,,3,5,7,,2,,4,,
A26887,935,2,56058.00217,,2,,,1,3,14,,,3,,,
A26888,931,3,141417.111,,2,,,12,7,6,,,,,,
A26889,934,3,132961.2167,,2,,,5,8,6,,,,,,
A26890,935,3,74127.21098,,2,,,5,7,,,,,,,6
A26891,931,4,168645.2339,1,,,,5,13,12,,,,4,,
A26892,934,1,40760.90227,,,3,,6,3,5,,2,,,,
A26893,935,3,245251.365,1,,,,13,11,,,,,,,
A26894,933,2,61422.74148,1,,,,12,13,9,,,3,,,
A26895,931,3,134403.323,,2,,,1,3,,,2,,,,6
A26896,932,3,142074.6652,,,3,,3,11,,,,,,,
A26897,934,5,222151.8544,,,3,,2,3,14,,,,4,,
A26898,933,3,57141.90859,,2,,,5,1,15,,,,4,,
A26899,932,1,80904.21103,1,,,,5,2,,,,,,,
A26900,932,1,49563.34555,,,3,,1,4,7,,,,,,
A26901,931,1,99886.47036,1,,,,12,,,1,2,,,,
A26902,934,3,92540.49949,,2,,,1,,,,2,,,,6
A26903,931,4,128850.0433,,2,,,1,4,5,1,,3,,,
A26904,931,4,239523.3534,,2,,,12,,,1,,3,,,
A26905,931,4,185917.5464,1,,,,3,12,2,1,,,,,
A26906,934,3,141452.1103,1,,,,3,11,14,,,,,,
A26907,934,5,283324.1396,1,,,,12,9,3,1,,,,,
A26908,932,3,129071.0876,,2,,,13,6,3,,,,,,
A26909,931,3,98359.26017,,2,,,11,1,5,,,,,,
A26910,934,2,115409.5205,1,,,,4,3,15,,2,,,,
A26911,935,3,157505.2475,,,3,,1,3,13,1,2,,,,
A26912,934,3,113092.655,,,3,,9,8,,,,,4,,
A26913,934,5,256640.7596,1,,,,2,3,,,,,,,
A26914,934,2,147568.9037,,,3,,8,10,5,1,,,,,
A26915,934,3,168500.7809,,,3,,8,2,,1,,,,,
A26916,931,4,194098.9639,1,,,,5,14,3,,2,,,,
A26917,931,1,77089.43011,,2,,,2,15,7,1,,,,,
A26918,932,2,61264.29933,,,3,,3,7,13,,,3,,,6
A26919,932,4,176461.5979,,2,,,13,15,14,1,,,,,
A26920,931,3,174288.7749,,,3,,11,2,5,,,,,,
A26921,931,4,286356.5147,,2,,,4,10,3,,,,,,
A26922,932,3,151553.7059,,2,,,3,,,,2,,4,,
A26923,933,1,61580.02325,1,,,,13,14,5,,2,,,,
A26924,933,3,186484.5162,,,3,,2,8,5,,,3,,,
A26925,931,3,82554.94088,1,,,,1,3,7,,2,,,,
A26926,931,4,208771.022,1,,,,12,2,5,1,,3,,,
A26927,931,5,154424.3522,1,,,,1,15,13,,,,,,
A26928,934,3,118965.0198,1,,,,2,7,,,,,,,
A26929,931,5,291680.3448,,2,,,3,11,8,,,,,,
A26930,934,3,156512.5288,,2,,,1,13,5,1,,,,,
A26931,932,4,188004.7204,,,,4,9,3,4,,,,4,,
A26932,931,3,139466.0586,1,,,,9,4,11,1,2,,,,
A26933,931,1,48469.55985,,,,4,4,11,3,,,3,,,
A26934,934,3,105525.0932,,2,,,9,12,7,,,,,,
A26935,936,3,75014.22197,,,3,,2,3,7,1,,,,,
A26936,935,1,88573.83683,,2,,,9,1,3,,,,,,
A26937,931,3,91985.41478,,2,,,6,15,5,,,3,,,
A26938,932,2,44761.07461,,2,,,4,8,13,,,3,4,5,
A26939,931,3,134002.2686,,,3,,13,2,,,,3,4,,
A26940,931,3,102379.2605,1,,,,3,8,14,,,,,,
A26941,935,2,47880.86447,,2,,,13,2,14,1,2,3,4,,
A26942,931,3,165287.5959,1,,,,2,14,13,,,,4,,
A26943,931,3,63771.85481,,,,4,1,9,13,,,,,,
A26944,931,3,136991.7547,,2,,,4,3,14,,,,,,
A26945,931,4,185975.279,1,,,,13,7,4,,,,4,5,6
A26946,931,3,49637.56815,1,,,,1,2,3,,,,4,,
A26947,935,1,57880.3995,1,,,,11,13,10,,,,,,
A26948,932,3,65187.61699,1,,,,1,15,4,,,,,,
A26949,932,3,133776.9742,,2,,,3,2,15,,,,4,,
A26950,931,3,196762.8008,,,3,,5,,,,,,,,
A26951,935,3,184235.4657,,2,,,15,6,3,,2,,,,
A26952,931,4,156471.6498,,2,,,1,12,5,,2,3,,,
A26953,931,3,123640.2775,,2,,,3,1,10,,,3,4,,
A26954,934,3,200825.226,,2,,,5,8,3,1,2,,4,,
A26955,931,1,75658.84724,,2,,,3,13,4,,,,,,
A26956,932,3,108853.8186,,,3,,9,2,12,1,,,,,
A26957,931,2,57489.49398,1,,,,12,5,8,,,,,,
A26958,931,3,97113.68464,,,3,,13,4,5,,,,,5,
A26959,932,3,139314.8352,,2,,,3,6,11,1,,,,,
A26960,931,4,102131.7042,,2,,,13,5,,1,2,,,,
A26961,935,3,139148.9287,,2,,,2,8,,,,3,,,
A26962,934,3,121362.2731,,,,4,5,14,12,,,,4,,
A26963,932,3,196793.1663,,2,,,15,3,10,,2,3,,,
A26964,934,4,193865.1427,,,3,,13,15,6,1,,3,,,
A26965,931,2,92567.12756,,,3,,5,1,8,1,2,,,,
A26966,932,4,156270.7725,,2,,,9,4,15,,,,,,
A26967,936,3,192796.1251,,,,4,2,10,,1,2,,,,
A26968,931,3,118801.2816,,,3,,1,8,7,,2,,4,,
A26969,931,4,215911.7298,,,,4,14,2,,1,,,4,,
A26970,932,3,83110.17753,1,,,,2,3,5,1,,,4,,
A26971,933,3,117207.6218,,,3,,3,12,5,1,,,,,
A26972,934,4,209353.0718,,2,,,13,2,5,,,,,,
A26973,932,3,167486.3065,,2,,,1,2,15,,,,,,
A26974,934,2,86549.99404,,2,,,3,1,8,,,,,,
A26975,931,3,146170.1038,,,3,,2,1,5,,2,,,,
A26976,933,3,90479.41802,1,,,,3,2,,,,,,,
A26977,931,3,105248.627,,,,4,1,10,5,,,,,,
A26978,931,3,165640.1006,,2,,,6,14,8,,,,,,
A26979,936,3,131549.5813,,2,,,5,9,,1,,3,,,
A26980,931,3,54492.49076,,,,4,13,5,3,1,2,,,,
A26981,933,4,156798.6772,,,,4,5,2,13,,2,,,,
A26982,931,3,45325.10003,,,3,,2,13,5,1,,,,,
A26983,934,3,122782.9009,1,,,,4,5,,,,,,,
A26984,934,3,124907.1706,,2,,,2,1,3,,,,,,
A26985,932,4,250277.6589,,2,,,1,8,14,,,,,,
A26986,931,2,154180.2643,,2,,,3,7,,,,,,,
A26987,935,1,43512.93818,,,3,,7,14,8,,,,,,6
A26988,936,3,125411.3022,1,,,,2,12,8,,,,,,
A26989,933,3,141376.6494,1,,,,7,4,5,,,,,,
A26990,931,4,228653.0016,,2,,,14,12,15,1,,,,,
A26991,934,5,218830.1701,,,3,,4,1,3,,,,,,
A26992,935,4,115866.6462,,2,,,1,3,4,,,,,,
A26993,934,4,153087.4153,,,3,,1,13,8,,,,,,
A26994,935,4,146723.8561,,,3,,6,2,11,,,,,,
A26995,933,2,89197.15441,,2,,,2,1,5,1,,,,,
A26996,931,3,170469.1723,,,3,,2,,,1,,,,,
A26997,934,1,90345.75149,,,3,,2,,,,,,,,
A26998,935,3,119052.6727,1,,,,1,13,7,,,,,,
A26999,934,3,61066.34864,,2,,,1,12,5,,,,,,
A27000,934,1,42083.66188,1,,,,2,6,5,,2,3,,,
A27001,931,3,106898.4307,,,3,,6,,,,,,,,
A27002,936,3,197866.5959,,2,,,1,13,5,,,,,,
A27003,934,3,117132.2491,,2,,,11,3,4,,,,,,
A27004,935,2,72469.92933,1,,,,13,4,5,,,,,,
A27005,931,3,92703.09906,,2,,,1,3,,,2,,,5,
A27006,931,3,126972.7054,1,,,,3,1,5,,,3,4,,
A27007,932,3,110756.8013,1,,,,12,4,15,,2,3,,,
A27008,932,3,183923.3731,,2,,,7,2,10,,2,,,,
A27009,931,1,48185.74307,1,,,,13,,,1,,,4,,
A27010,931,4,140936.2052,,2,,,3,6,11,,,3,,,
A27011,933,3,125432.1888,,2,,,15,6,12,,,,,,
A27012,931,3,129924.056,,2,,,3,11,12,1,2,,,,
A27013,932,2,86855.9015,,2,,,3,2,7,,2,3,,,
A27014,931,4,222822.5436,,2,,,1,8,,,,3,,,
A27015,931,1,77462.81408,,2,,,1,8,6,,,,,,
A27016,931,4,206476.5693,,2,,,12,15,5,,,,,,
A27017,934,1,119692.4379,,,,4,1,,,,,,4,,
A27018,932,3,79931.8087,,2,,,4,2,5,,,,,,
A27019,933,5,285270.4397,,2,,,2,,,,,3,4,,
A27020,935,1,67029.37867,,2,,,1,8,,1,,,,,
A27021,931,4,133836.798,1,,,,7,2,12,,,,,,
A27022,931,1,72371.71761,,,3,,8,15,5,1,,,4,,
A27023,932,4,250319.4429,,2,,,5,,,,,,,5,
A27024,931,2,117019.4624,,2,,,8,2,12,1,,,,,
A27025,931,3,142571.9281,,,3,,15,9,8,,2,,,,
A27026,931,3,124542.3536,,2,,,11,14,,1,,3,,,
A27027,931,1,55558.70057,,,3,,11,8,,,2,3,4,,
A27028,934,4,161789.4091,,2,,,9,13,7,,,,,5,
A27029,931,5,332855.0882,,2,,,1,6,7,,2,,,,
A27030,931,4,252855.9029,,2,,,15,7,5,,,,,,
A27031,934,3,105811.5538,,,3,,5,15,3,,,,,,
A27032,933,4,123653.4811,,2,,,4,2,13,,,,,,
A27033,934,3,121459.2195,,2,,,11,14,3,,,,,,
A27034,935,3,117307.7864,,2,,,13,4,5,,2,,,,
A27035,935,4,208995.0259,,,3,,3,2,13,,,,4,,
A27036,931,3,90036.80972,,,3,,9,7,5,,,,,,
A27037,935,5,257979.0411,,,3,,3,15,13,1,,3,,,
A27038,934,3,60773.10278,1,,,,4,2,5,,,,,5,
A27039,932,5,244138.9318,,2,,,3,1,11,,,,,5,
A27040,934,2,106152.8414,,,,4,5,,,,,,,5,
A27041,931,4,170430.7847,,2,,,7,4,8,,,,,,
A27042,931,3,114070.9243,,,3,,8,13,3,,,,,,
A27043,934,3,93604.60645,,2,,,8,,,,,,,,
A27044,934,4,140715.503,,,3,,3,5,7,,2,,4,5,
A27045,931,3,99451.96079,1,,,,9,2,12,,,,,,
A27046,936,3,221691.0809,,2,,,11,7,,,,,,,
A27047,931,4,168012.3309,,,3,,8,5,7,,,,,,
A27048,931,1,56532.40433,1,,,,13,2,5,,,,,,
A27049,932,3,169951.6353,1,,,,2,3,5,,,3,4,,
A27050,931,3,144173.6923,,,,4,13,3,6,1,,,,,
A27051,933,3,176329.311,,2,,,12,11,3,,,,,,
A27052,931,4,173177.1542,,2,,,5,10,3,,,,,,
A27053,931,3,150796.2642,1,,,,5,12,13,,,,,,
A27054,931,3,104340.6023,,2,,,8,3,5,1,,3,,,
A27055,931,3,145748.2206,,,,4,9,1,3,1,,,,,
A27056,931,3,155149.2531,,,3,,1,4,5,,,3,,,
A27057,932,3,86169.98619,1,,,,13,4,3,,,3,,,
A27058,934,3,121245.5889,,2,,,6,5,3,,2,,,,
A27059,934,4,170402.616,,,3,,12,8,13,,,3,,,
A27060,934,4,233076.7612,1,,,,1,15,3,1,,3,,5,
A27061,932,3,204385.584,,2,,,3,5,11,,,,,,
A27062,933,3,91390.24232,1,,,,3,12,,1,2,,,,
A27063,931,3,203706.1126,,,,4,1,13,5,,,,,,
A27064,932,2,69351.23224,1,,,,1,12,5,,,,,,
A27065,932,3,163103.7219,,2,,,13,3,5,1,,,,,
A27066,931,3,137438.1904,,,3,,2,,,1,,,,,
A27067,933,2,135927.5796,,2,,,5,2,,,,,4,5,
A27068,931,4,235760.4645,1,,,,4,5,14,,,3,,,
A27069,935,1,159971.7169,,2,,,13,15,,,,3,,,
A27070,933,4,154291.5368,,2,,,9,12,3,,,,,,
A27071,932,4,275691.6523,1,,,,5,3,6,,,,,5,
A27072,931,3,200685.4369,,2,,,7,5,,,2,,,,
A27073,932,3,163835.7964,,2,,,8,13,5,,,,,,
A27074,936,4,105660.5633,,2,,,1,,,,,3,4,,
A27075,931,2,62277.82135,,2,,,11,5,6,,,,,,
A27076,931,2,219455.5525,,2,,,2,3,13,,2,,,,
A27077,931,3,119409.972,,2,,,8,,,1,,,,,
A27078,931,2,96596.34484,,,,4,15,1,3,1,,,,,
A27079,934,4,160990.5564,,,3,,8,4,3,1,,,,,
A27080,932,5,272350.4422,,,3,,12,8,,1,2,3,,,
A27081,934,3,82430.06615,,2,,,1,12,15,,2,,,,
A27082,934,5,160785.6034,,2,,,8,3,2,,,,4,,
A27083,935,2,106026.1958,1,,,,1,13,3,,,3,,,
A27084,932,4,113243.1098,,2,,,2,1,13,,,,,,
A27085,935,3,59252.30504,,2,,,4,2,,,,,4,,
A27086,932,3,63102.34144,,,3,,8,4,3,,,,,,
A27087,931,3,101619.3487,,,,4,15,8,5,,,,4,5,
A27088,931,1,45720.05289,,,,4,13,2,4,,,,,,
A27089,934,5,267026.3798,1,,,,13,2,7,1,,,,,
A27090,931,3,67763.74231,,2,,,12,14,7,1,,,4,,
A27091,935,3,121188.3444,,,,4,1,7,,,,,4,,
A27092,931,3,103314.047,,2,,,2,4,7,,,3,,,
A27093,934,4,150215.1863,,,3,,2,1,7,,,,,,
A27094,932,1,76486.16729,,2,,,12,5,2,,,,,,
A27095,932,3,164921.3021,,2,,,1,14,15,,,,,5,
A27096,931,3,91926.29857,,2,,,5,2,,,2,,,,
A27097,931,3,80945.81298,1,,,,4,5,3,,,,,,
A27098,934,3,158864.3047,,2,,,9,3,4,,,3,,,
A27099,931,3,105945.0464,1,,,,1,14,3,,,,,,
A27100,932,4,218793.5196,,,3,,13,8,5,,,,4,5,
A27101,932,3,67142.3453,,,3,,1,9,5,,2,,,,
A27102,931,4,208154.7487,,,3,,9,13,3,1,,3,,,
A27103,931,5,199238.9628,,2,,,3,2,5,,2,,,,
A27104,931,4,168393.0928,,,3,,15,2,11,1,,,,,6
A27105,933,3,162504.9294,,,,4,5,11,7,,,,4,,
A27106,933,4,271553.5883,,2,,,3,5,12,,,3,,,
A27107,933,3,145451.1862,1,,,,7,11,3,,,,,,
A27108,931,3,167022.789,,2,,,6,12,3,,,,,,
A27109,931,1,63980.70139,,2,,,1,7,,,,3,,,
A27110,931,2,123056.0517,1,,,,3,13,,,,,,,
A27111,931,1,44718.26267,,2,,,1,2,8,1,2,3,,,
A27112,935,3,128247.799,1,,,,6,3,12,,,,,5,
A27113,931,3,270684.2822,,,,4,4,10,5,,2,3,,,
A27114,932,4,229618.7937,1,,,,2,,,,,,,,
A27115,931,3,129621.4038,1,,,,13,2,5,,,,,,
A27116,932,3,199628.3581,1,,,,3,10,5,,,,,,
A27117,932,3,105115.4282,,,3,,9,12,7,1,,,,,
A27118,931,3,189590.2692,,,,4,2,8,3,,2,,,,
A27119,931,3,128772.2835,,2,,,6,8,3,1,,,4,,
A27120,934,5,299513.5335,1,,,,2,5,3,1,2,,,,
A27121,935,3,54098.95624,1,,,,13,11,3,,2,,,,
A27122,933,2,108114.3579,1,,,,9,7,5,,,,,,
A27123,933,4,126054.4653,,2,,,5,14,3,,,,,,
A27124,935,4,221525.1745,,,3,,4,9,5,,,,,,
A27125,934,3,50285.01015,,,,4,3,12,,,,,,,
A27126,932,3,143622.2412,,2,,,3,12,6,,,,,,
A27127,932,4,189362.3911,,2,,,2,6,3,,,3,,,
A27128,934,2,78507.92346,,2,,,3,5,13,,,,,,
A27129,935,3,85727.94733,,2,,,12,1,2,,,,,,
A27130,932,4,229536.8007,,2,,,1,7,5,,,,,,
A27131,932,4,209016.5951,,,3,,11,4,13,,,,4,,
A27132,935,2,82788.31957,,2,,,13,4,5,1,2,,4,,
A27133,935,4,131710.608,1,,,,1,2,3,,,3,4,5,
A27134,931,4,208869.0552,1,,,,1,5,,,,3,4,,
A27135,934,3,159726.4804,,,3,,15,5,,1,,3,,,
A27136,931,4,149126.7073,,,3,,1,,,,,,,,
A27137,935,1,71743.43567,,2,,,3,8,6,,2,3,4,,
A27138,931,3,94953.70748,,,,4,2,13,,,,,,,
A27139,931,3,91112.6267,1,,,,9,4,5,,,3,4,,
A27140,935,3,78392.4464,,,,4,1,2,3,,2,,4,,
A27141,931,4,181798.5306,,2,,,3,2,12,,,3,,,
A27142,932,3,181549.9323,1,,,,1,12,5,,,,,,
A27143,931,5,256146.6727,1,,,,7,2,12,,,,,,
A27144,936,4,255009.8328,1,,,,7,11,,,,,,,
A27145,931,3,135727.8307,,2,,,13,4,7,,2,,,,
A27146,935,1,102847.1131,,,3,,9,2,13,,2,,,,
A27147,931,4,155330.4394,1,,,,2,3,,,2,,,,
A27148,931,5,230860.8547,,,3,,9,2,3,,,3,,,
A27149,934,4,216779.9108,,2,,,1,8,,,2,,,,
A27150,934,4,244895.326,1,,,,7,9,6,,,,,,
A27151,931,1,92453.91394,,,3,,5,8,4,1,,,,,
A27152,932,4,140402.1528,1,,,,13,4,12,,,3,,,
A27153,931,4,165585.9437,,2,,,11,2,13,,,,,,
A27154,931,3,126826.3752,,2,,,3,11,,,,3,4,,
A27155,931,3,168039.0598,,2,,,1,11,4,,2,,,5,6
A27156,931,2,78289.78182,,,,4,4,3,5,1,,,,,
A27157,932,1,50028.05442,,2,,,11,3,14,,,,,,
A27158,932,2,83439.74794,,2,,,1,12,3,,,,,,
A27159,931,3,124315.6692,,,3,,12,2,10,1,,3,,,
A27160,931,1,44075.28225,,2,,,1,,,,,,,,
A27161,935,4,201975.7281,,2,,,15,8,6,,,,4,,
A27162,931,3,88706.31037,,,,4,7,15,5,,,,,,
A27163,934,3,104376.7085,,2,,,1,3,8,,,,,,
A27164,931,3,100171.3519,,,,4,1,10,5,,,,,,6
A27165,936,3,55941.72423,1,,,,1,13,,,,,,,
A27166,931,4,227528.0303,,2,,,9,3,11,1,,,,,
A27167,931,3,133222.4235,1,,,,12,14,8,,,,,,
A27168,931,4,147424.0549,1,,,,11,3,12,,2,,,,
A27169,931,1,59053.3281,,2,,,1,5,,1,,,,,
A27170,931,3,119100.5406,,2,,,1,6,8,,2,,,,
A27171,931,3,113384.3731,,2,,,4,2,3,,,,,,
A27172,931,2,142340.523,1,,,,13,15,2,,2,,,,
A27173,931,3,111932.3925,,2,,,1,2,9,,,3,,,
A27174,932,1,49698.31378,,,3,,4,3,,,,,,,
A27175,935,2,68961.53976,1,,,,9,13,7,1,2,,,,
A27176,934,3,119956.729,,,3,,2,12,3,,2,3,,,
A27177,932,2,45504.64248,,,,4,12,13,4,,,3,,,
A27178,932,1,45877.65817,,2,,,5,,,,,,4,,
A27179,934,3,59087.51034,,,3,,4,2,,,,,,,
A27180,931,2,61347.92732,,,3,,3,2,5,,2,,,,
A27181,934,3,133176.4972,,,3,,3,9,,,,,,,
A27182,931,4,80994.42978,,,,4,1,14,2,,2,,,,
A27183,935,3,117691.0729,,2,,,3,5,4,,,3,,,
A27184,934,3,108173.586,,2,,,7,3,13,1,,,4,,
A27185,931,4,109306.0689,1,,,,9,5,14,1,,3,4,,
A27186,931,1,70825.46042,,,3,,9,3,,,2,,4,5,6
A27187,934,3,55018.26764,,,3,,9,2,13,,,,,,
A27188,934,3,129735.6104,1,,,,4,3,7,1,,3,4,,
A27189,931,3,53888.88864,1,,,,12,2,,,,,,,
A27190,931,3,102491.5044,,2,,,14,3,4,,,,,5,
A27191,931,4,199465.6022,,2,,,7,15,5,,,,,,
A27192,932,4,150576.9591,,2,,,8,5,7,,,,,,
A27193,931,3,106557.2765,1,,,,7,4,5,,,,4,,
A27194,931,3,77744.22681,,2,,,1,7,9,1,2,,4,,
A27195,935,3,159173.6354,1,,,,15,12,11,,,3,,,
A27196,931,3,105477.5383,1,,,,15,4,,,2,,,,6
A27197,934,3,95025.25032,,2,,,3,12,5,,,3,,,
A27198,931,3,133180.6557,1,,,,4,3,7,,,,,,
A27199,933,3,192697.5423,1,,,,1,13,7,,,,,,
A27200,931,3,59997.62553,1,,,,1,13,4,1,2,,,,
A27201,932,3,121597.8569,1,,,,2,8,3,1,,,,,
A27202,931,1,126749.5965,1,,,,2,11,8,,2,3,,,
A27203,931,4,147555.475,1,,,,2,13,11,,,3,,,
A27204,931,2,97110.00763,,2,,,7,8,,1,,3,,5,
A27205,933,3,122068.7179,1,,,,11,1,5,,2,,,,
A27206,934,4,248594.7393,,,,4,2,1,12,,,,,,
A27207,932,3,152088.3687,1,,,,1,6,5,,2,,,,
A27208,931,4,131440.8748,,2,,,9,1,13,,,,4,,
A27209,935,2,81984.34229,,2,,,3,5,,1,2,,,,
A27210,935,5,213402.6622,,,,4,9,3,11,,,,,,
A27211,933,1,53673.14136,,2,,,9,8,14,,,,4,,
A27212,931,4,204591.1045,,2,,,2,13,15,,2,,,,
A27213,934,3,133036.9807,,,3,,3,6,5,1,,,4,,
A27214,934,3,81717.46876,1,,,,9,8,7,,,,,,
A27215,931,3,143011.4142,1,,,,2,11,4,,,3,,5,
A27216,935,1,54249.03175,,2,,,3,10,5,1,,,4,,
A27217,932,5,285485.9092,,2,,,5,11,4,,,,4,,
A27218,931,1,104545.0809,1,,,,11,,,,,,,,
A27219,932,3,118572.7453,,,,4,1,4,2,,,,4,,
A27220,933,3,108328.2611,,2,,,5,1,13,,,,,,
A27221,932,3,166035.8225,1,,,,4,8,,,,,,,
A27222,933,2,127383.2533,,2,,,13,2,5,,,,,,
A27223,931,3,107190.8735,1,,,,12,2,,,,,,,
A27224,933,3,98132.46928,,2,,,1,4,12,1,,,,,
A27225,935,4,182501.0668,,2,,,5,1,,,,,,,
A27226,934,3,102406.4559,,2,,,1,12,5,1,,,4,5,
A27227,934,3,164781.9962,,,3,,9,6,,,,,,5,
A27228,931,5,208479.0054,,2,,,14,2,3,,,,4,,
A27229,931,3,135911.4979,,2,,,2,8,,1,,,,,
A27230,933,3,241453.4133,,,,4,13,8,3,,,,,5,
A27231,932,3,155757.7128,,,3,,5,4,3,1,,,,,
A27232,931,3,150354.6508,,,3,,2,15,13,,,,4,,
A27233,933,3,100984.8415,,2,,,4,13,,,,,,,
A27234,931,3,175676.5997,,2,,,1,13,5,,,,,,
A27235,931,4,182316.1903,,,,4,1,,,,,,,,
A27236,932,3,131086.0519,,2,,,1,2,5,,,,,5,
A27237,932,5,286533.5187,,,,4,1,12,13,,,,4,,6
A27238,934,3,144232.9936,,2,,,7,1,13,,,,,,
A27239,931,1,81892.87837,1,,,,13,5,3,,,3,,,
A27240,931,4,145037.0918,1,,,,6,5,11,1,,,,,
A27241,934,3,173601.0386,,2,,,9,11,5,,,,,,
A27242,933,3,177170.9173,,,,4,3,2,10,,,,4,,
A27243,931,3,70408.76161,1,,,,13,3,11,,,,,,6
A27244,931,3,110107.7329,1,,,,12,2,8,1,2,,,,
A27245,931,3,188114.5476,,2,,,4,2,11,,,,,,
A27246,931,4,150900.685,,,3,,4,3,8,,2,,,,
A27247,931,3,132821.2394,,2,,,4,13,15,,,,,,
A27248,931,1,42680.67568,,,,4,13,5,11,,,3,,,
A27249,931,3,177488.8588,1,,,,1,8,2,,,3,,,
A27250,933,3,81456.7601,1,,,,11,12,5,,,,,,
A27251,933,3,133239.906,,2,,,2,,,,,,,,
A27252,932,3,97800.30081,,,3,,9,13,5,,,,,,
A27253,931,2,149698.2224,,,3,,4,2,,,,,,,
A27254,932,3,87734.31838,1,,,,1,14,10,1,2,,4,,
A27255,931,4,143922.0274,1,,,,5,1,12,,,,,,
